"(65.63179812556493, 16.08492679688288)","(74.15281052777655, 11.937315740086618)",5.0,4.173248001645717,1.1566451888225868,1.0750854106682182
"(74.15281052777655, 11.937315740086618)","(82.78471168070496, 15.368784923926551)",4.5,-1.333088166893241,-1.4519422468440686,-1.4171677077576512
"(82.78471168070496, 15.368784923926551)","(91.45012273390276, 20.172396162770706)",4.5,-1.0216756362956634,-1.29623598154528,-1.4211935951124937
"(91.45012273390276, 20.172396162770706)","(88.51661723527116, 29.911866292659433)",4.5,2.2652092654030787,0.3472064693040909,-1.1485059269881295
"(88.51661723527116, 29.911866292659433)","(89.0839061275614, 39.945958683317414)",4.0,1.433077611486154,-0.07869640874785287,-1.4392796186907026
"(89.0839061275614, 39.945958683317414)","(88.5927136498585, 50.304148649236545)",4.0,1.687326772555226,0.06658882614875979,-1.4998665745405417
"(88.5927136498585, 50.304148649236545)","(80.73525632660537, 54.289406976188964)",5.0,4.135051879350918,1.139669134469343,-0.992008897155702
"(80.73525632660537, 54.289406976188964)","(72.24826888921918, 51.934726040920935)",5.0,-1.4566576589478588,-1.345535104774558,1.0966076496522112
"(72.24826888921918, 51.934726040920935)","(63.98634912371119, 53.67821146847471)",4.5,4.895771099881427,1.5707963267948966,-1.4224460689617406
"(63.98634912371119, 53.67821146847471)","(62.01809580035031, 63.4776065549272)",5.5,2.0250483463673947,0.1817008078289993,-0.7321800139183217
"(62.01809580035031, 63.4776065549272)","(68.35531738282776, 71.66855076593022)",4.0,-0.08808425068707271,-0.9479317585611253,-1.6791252480549086
"(68.35531738282776, 71.66855076593022)","[63, 80]",4.5,2.9267907751975564,0.6779972242013297,-1.1707688274390806
