"(17.753984141715055, 8.823794623183183)","(19.77978313343126, 8.59040001234204)",4.0,8.182389065613872,1.5707963267948966,-0.7823375767766918
"(19.77978313343126, 8.59040001234204)","(24.810533911123798, 7.901809109931454)",9.0,2.847070341062775,-0.06929936765341603,0.13318431403453523
"(24.810533911123798, 7.901809109931454)","(29.32470086065776, 5.706603803404741)",3.0,1.9440093570825514,-0.9580666372057933,1.394654033485708
"(29.32470086065776, 5.706603803404741)","(34.20220249862385, 6.78651018140641)",5.0,3.6487550802492743,0.22540552295976932,0.4479815596652412
"(34.20220249862385, 6.78651018140641)","(39.26356989830146, 7.29671064115763)",3.0,3.407519767778805,0.21274169135120974,1.3592611570410038
"(39.26356989830146, 7.29671064115763)","(44.18701915718229, 8.318007754374976)",3.0,3.6829589494054313,0.4330930366525104,1.352076939508554
"(44.18701915718229, 8.318007754374976)","(46.18936249733544, 9.112691477701329)",4.0,-1.679514811477175,-1.5707963267948966,-0.8098556813519346
"(46.18936249733544, 9.112691477701329)","(51.17056584132186, 9.678087576372281)",3.5,3.426404994567681,0.1898748939852586,0.9572587382045143
"(51.17056584132186, 9.678087576372281)","(56.29682116044263, 10.31675437464828)",7.5,3.4146282416614597,0.07801016802047624,0.19733724159677957
"(56.29682116044263, 10.31675437464828)","(61.3188717949187, 10.297099830421333)",3.0,3.1312330472907006,-0.008287685039274002,1.339227832680312
"(61.3188717949187, 10.297099830421333)","(66.45871613406172, 10.41153050163132)",3.0,3.2005155207078655,0.04713829369445808,1.3710997290743157
"(66.45871613406172, 10.41153050163132)","(67.24763925099303, 10.446605660065957)",8.5,-8.315977379842288,-1.5707963267948966,-0.1540092766654726
"(67.24763925099303, 10.446605660065957)","(71.74671030183019, 8.354782862516732)",3.0,1.9900316663807538,-0.9212487897672317,1.3742322103928668
"(71.74671030183019, 8.354782862516732)","(75.15304180619401, 11.783194939958243)",12.5,4.810074346811024,0.27808028220353836,0.07197898975547457
"(75.15304180619401, 11.783194939958243)","(80.21182383891112, 11.646909814833146)",3.0,3.0702974403401484,-0.05703617059971576,1.3496924529439682
"(80.21182383891112, 11.646909814833146)","(85.11417809424476, 13.028838259789833)",3.0,3.8687833627673283,0.581752567342028,1.3788276081725628
"(85.11417809424476, 13.028838259789833)","(85.2601951114791, 17.955967742276346)",3.0,6.408712289004883,1.5707963267948966,1.9704949478654492
"(85.2601951114791, 17.955967742276346)","(85.59052043501453, 22.941358282018623)",3.0,6.3702682547496385,1.5707963267948966,1.9801462321529262
"(85.59052043501453, 22.941358282018623)","(86.69386282468429, 27.841792121858465)",3.0,6.191217918458619,1.5707963267948966,1.8961009368898956
"(86.69386282468429, 27.841792121858465)","(90.65400287670225, 30.900489747807132)",5.5,4.648920063943535,0.6029309641414967,0.39449354571734085
"(90.65400287670225, 30.900489747807132)","(91.08517492370305, 35.885897372476514)",3.0,6.349001464693561,1.5707963267948966,1.973866230364406
"(91.08517492370305, 35.885897372476514)","(89.17679134564122, 40.43510311061573)",4.0,0.28557134454529975,-1.5707963267948966,-0.930798148224421
"(89.17679134564122, 40.43510311061573)","(88.52869181989551, 45.47520181853881)",3.0,-0.021571610919089323,-1.5707963267948966,-1.98514689636308
"(88.52869181989551, 45.47520181853881)","(86.81721176922906, 50.33945743745442)",3.0,0.24104208115551184,-1.5707963267948966,-1.8615272172245425
"(86.81721176922906, 50.33945743745442)","(83.89552861120406, 54.344868822625614)",5.5,0.9855023787557116,-0.8624361099336325,-0.42661598369514886
"(83.89552861120406, 54.344868822625614)","(78.7411972420694, 55.19646157156962)",3.0,2.708189067888265,-0.34672286856122186,-1.4005686055115505
"(78.7411972420694, 55.19646157156962)","[80, 60]",3.0,6.14710689995397,1.5707963267948966,1.8490466072498584
